text,label
"Una cosa sóc la única que odia a la gent de barna??? En general el tato mou el cul fora de la ciutat pq claro  el teu poble està molt lluny, vine tu  I ET PENSES Q TARDO MENYS FENT EL TRAJECTE INVERTIT PQ LA GENT DE FORA DE BARNA TENIM UNA TARGETA VIP O Q PIXAPÍ DE MERDA mua",0
Aquest senyor ha vulnerat els meus drets civils al tractar-me com si fos una colona a la meva terra https://t.co/6ClAooz59x,0
RT @PPCatalunya: 🎥 @AlejandroTGN defiende la Monarquía en el Parlament de Cataluña. V.E.R.D.E!!! https://t.co/C6zW6pCY7r,0
Vivim amb esperança l'enfortiment del moviment feminista. Les dones no retrocedirem ni un milímetre assolit i exigim governs que donin resposta als greus problemes que patim. La igualtat és el motor de la llibertat i de la democràcia! #Parlament #LaEspañaQueQuieresEsFeministra https://t.co/HtubAjlCx9,0
RT @324cat: Campanya de suport a Cuixart:  Ser soci d'Òmnium no és delicte  https://t.co/HbNKmnneGu #JudiciTV3CatRadio https://t.co/YivGduu…,1
@JaumeAlonsoCuev La Vanguardia i The Nota-El Periódico són les coses més nefastes de la història del nostre país. Espero que Mediapro compri aviat EP i tinguem un diari seriós i mínimament democràtic i respectuós amb el nostre poble. Si ho fan amb el temps els hi donarem confiança.,2
"@DBubus Es veritat, no hi ha dubte, d’altra banda son uns traïdors, també s’ha de dir.",0
"@blau_vent @HiginiaRoig Pq li han preguntat si havia estat mai processat x ser independentista, no quantes vegades havia rebut cops de porra",1
"@Julieta859 @M_Aseret @MNAnoticies Però només els que tinguin penis, eh, que són els malotes.",0
RT @muntane_josep: #TotsASantJaume #OmplimSantJaume29s #RepúblicaÉsLlibertat #TothomASantJaume #tardorcalenta  #FemXarxa https://t.co/DbEiH…,0
"No comparteixo part del discurs polític de Xavier Domènech, però lamento la seva marxa de la política. Agradarà més o menys, però en els temps en què estem, la gent com ell que no predica l'odi, que va votar el 1O i que assisteix a manifestacions pels presos, són necessàries.",0
"En tot cas va sortir una part del poble, la que creu que un registre judicial és una agressió, la que es creu el tot. https://t.co/sTklFxcyHX",0
#vaga #8deMarç!! 💪🏽💪🏽💪💪🏿💪🏾💪🏽💪🏻👏🏻👏🏿👏🏽👏🏼👏🏼👏🏿👏🏻👏🏻a #Mataró  #8MCadaDia #EnsPlantem #8M2019⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠ @ccoocatalunya @DonesCCOOCat  deixant constància de les reivindicacions de les dones. https://t.co/ClWD810Qka,2
"Què fas dimecres al vespre? Nosaltres et convidem a la presentació de  Cerveza para Dummies  d' @aitor_8a a la Fàbrica Moritz Barcelona. Vine, aprén més coses sobre la cervesa i assaboreix la Moritz Fresca. Entrada gratuïta fins a completar aforament! https://t.co/2WusWDoQG9",2
La comunitat xinesa denuncia  discriminació  pel bloqueig de comptes bancaris https://t.co/z8KkTRUG1e https://t.co/VIU2QIBT6F,2
Diego Pérez de los Cobos:  La relació amb el major Trapero va ser sempre difícil. El dia 25 de setembre no es va presentar a una reunió que jo havia convocat  https://t.co/DTK5ZTXHTn #JudiciTV3CatRàdio https://t.co/zV5FBOsELw,2
"Avui el col·laboracionista @jcoscu s'ha tornat a lluïr. Cap tuit de suport al seu excompany d'ICV (@raulromeva), que ha declarat al Suprem, i en canvi ha aconseguit, com a bon dictador q és, fotre fora del grup parlamentari dels #NOESPOT a la diputada sobiranista @Elisendalamany",1
RT @NutriaDeGispert: Bla bla bla... com ans agrada arengar les masses sensa dir res. Aixi astan contents hehe https://t.co/iXqbN26lmH,0
"@m_otherhood Què va, gràcies a qui l'heu fet!! El vaig recomenar a altres dones, perquè és un tema del que no es parla (o no tant). No passa res per no voler ser mare, i cal dir-ho! També entenc q jo ho tinc fàcil pq visc a una ciutat gran... És un tema q dóna per molt, i n'hem de parlar més",0
Espanya s'ha posicionat com un estat criminal a nivell internacional  Christophe Marchand (advocat de l’equip de Puigdemont) #FAQSbacallàTV3 ▶ https://t.co/1O38HvkSE6 https://t.co/bEaftqt2KW,1
"A @lamira ens agrada canviar els punts de vista, així que vaig retratar al cap de fotografia, en @jordiborras. No menteix quan parla de pintar amb llum:sempre que capta els moments (o t'ajuda a captar-los), lluita amb ella fins que troba allò que buscava. Periodisme també és això https://t.co/e3OX87kc5C",0
RT @rac1: 📌 El Tribunal Superior de Justícia de Catalunya surt en defensa dels seus jutges i fiscals https://t.co/Z5pDKLtD4o,2
Una noia de 18 anys agredida sexualment per sis nois en una nau abandonada. Ahir a la nit.   I és tristament el nostre dia a dia.   Tota venjança queda curta.,0
"Dimecres passat vaig tenir la sort de passar minuts amb ell i abraçar-lo molt. I si, desborda tanta força positiva com sembla. En @jcuixart és únic. És referent. És futur. I el volem lliure #LlibertatPresosPolítics https://t.co/X4KBeF4tnF",1
"Olga Solanas, directora de l'agència de comunicació Focus Media:  Com que la campanya ens van dir que era política, l'havíem de cobrar per tarifa, però no la vam cobrar  https://t.co/pZWO8GJuBE  #JudiciTV3CatRàdio https://t.co/lAhuqFNbxh",2
"Moltes persones creuen que el coneixement està renyit amb el romanticisme, i opino que és ben bé al revés.",0
Signa! Recorda-li al govern espanyol que deixi de vendre armes al règim saudita. L'Estat li ha venut armes per  932 milions d'euros entre 2015 i juny de 2017. Pot acabar a #Iemen  https://t.co/iZakI7TA98,1
"📻EN DIRECTE | Ja fem Soroll a @SERCatalunya !     🅰️El documental 'Brossa, la insurrecció poètica', amb Sergi Guix i Carles Rabassa @fundaciobrossa  📚El llibre de l'@uricostak @som_amsterdam @EdDestino   🎤Els mashups d'en @SergiSanchezDJ   👇🏻 https://t.co/gRxTZ60tKX https://t.co/zFkeoRSQHX",2
"La #MarcaEspaña exporta el seu model de debat a tot arreu. Sr. Borrell, se li gira feina... #spainisnotademocratstate https://t.co/RJbbihyaeb",0
El plan perfecte per la #Diada? Anar a l'homenatge de Salvador #Allende de #Badalona (@AllendeBadalona) i després a #Barcelona amb #FemLaRepublicaCatalana (@assemblea). Passant pel dinar de @Poble_Lliure i @LaForja_Jovent al Passeig del Born. #OrganitzemRepública https://t.co/bPuzj6pjj1,1
Cap sorpresa amb Ada Colau.  Els dirigents de Podemos Eivissa t'ho diuen en privat : fan i faran servir solament el castellà perquè  així arriben a més gent .  Respecte i promoció de la nostra llengua? Cap.  Bilingüisme per ells : 100 % espanyol.  #AixíNo,0
Demà s'acaba aquesta enquesta seguir votant siusplau‼️✨ https://t.co/HkqX3qDsaG,2
"RT @yeyaboya: Amb #1OTV3 gravat a cops de porra a la memòria per sempre més, aquell dia vam marxar. Impossible tornar enrere.",1
"Advocats europeus, indignats pels atacs i amenaces a Gonzalo Boye i als advocats belgues Paul Bekaert, Michèle Hirsch, Christophe Marchand https://t.co/5DC03Z08c1",0
"Turull, al Suprem:  És una ganga ser constitucionalista  https://t.co/DVWLshNIZp",1
"Ets el PUTO AMO conseller TURULL.  Allá on siguis tú i seré jo, i et vull amb el president Puigdemont a les eleccions europees.  #LasClequesDenTurull https://t.co/wl55cVTS5S",1
RT @enoticiescat: El cens universal es va fer sol. Turull diu que no sap qui ho va decidir https://t.co/VGTMkOuoQX,0
A Millo el patrocina #Fairy. #JudiciDeLaVergonya #judicirac1 #JudiciTV3CatRàdio,1
"RT @cdm1950: @xavidomenech99 Fa molts dies q dic q si marxen el presos d Catalunya, per el judici, no tornaran",1
Antoni Comín:  Hi ha un mandat de l'1-O que és irreversible  https://t.co/sKpfDtBUuS https://t.co/1LgbwgXMxN,2
@lapijagroga @govern @QuimTorraiPla Mai marxareu d’España. El teu DNI ho confirma 😂😂😂,0
"☕ No et perdis el pròxim divendres el nostre #caféciudadano amb @TeresaFreixes!   ✍️  Proceso al procés  🗓️ 15 de febrer  ⏰ 18:30h  📍Seu de @CiutadansBCN (Balmes, 191)  🙋T'hi esperem! https://t.co/hpwRLt5S1J",0
"A Espanya #EmpresonenElDebat. Fa un any que la @ForcadellCarme va permetre un debat parlamentari sobre les lleis de transitorietat jurídica i referèndum.  Porta 167 dies a presó per aquest motiu. Per alliberar la Carme, 🗳#LaNostraSentència és la independència. https://t.co/QZwXLA9IG3",1
"⏯@ManuelValls:  Avui vull donar suport a Montserrat Del Toro, una dona atacada de forma escandalosa per ser un testimoni. Insults, amenaces, insults sexistes... Això en nom de la igualtat, justicia i democràcia no ho podem acceptar . #Barcelona #BCN #VallsBCN2019 https://t.co/ymWvQ21S82",0
@SergiAmatGiro Doncs el rabo que els hi ha fotut avui a Junqueras i Forn ha estat d'escàndol... Imagina't si arriben a posar-ne un de bo...,0
"@rodri_plaza @Escola_Llotja @practiquem @CCOOpublica @vparra33 @lfilella Som un sindicat de classe, lluitador i que mai abaixem el cap. #FetsNoParaules potser per això @docentsenlluita reconeix la nostra tasca i #VotaCCOO #EnsPlantem",0
"El q és sorprenent és q un membre del CAC faci política partidista de forma tan barroera. Per cert, penses cobrar del CAC fins q Valls et faci regidora? Millor dimitir i dir el q et doni la gana,no? I d’Units et penses passar a Lliures o ja vas directa a C’s? Curiositats oye... https://t.co/o9O7jqj9c4",0
@XavierSolerT @KRLS @Esquerra_ERC @autoconvocat Doncs no triguem que es donin compta els de ERC que ha estem fins els collons/ovaris de la seva cobardía o desobeim o eleccions prou ja  #OmplimStJaume #NoATot #Autoconvocat #PuigdemontPresident,1
"@jorjo_91 @jomajopa55 @InesArrimadas Els únics anormals, antidemòcrates i feixistes son ells. Ho sap tot el mon civilitzat. I si, SOM diferents. https://t.co/xuNv8UN6kh",1
"La intervenció d'Oriol @junqueras desmonta una a una les acusacions, per infundades i retorna el debat d'allà on mai hauria d'haver sortit.  De la política! #JudiciAlaDemocràcia  #JunquerasAcusa",0
"🔴El judici del procés, en directe. Es reprèn el judici amb les declaracions de Juan Antonio Puigserver i Diego Pérez de los Cobos #JudiciTV3CatRàdio   https://t.co/u4qrteBsGt https://t.co/nVCXPYbt3h",2
"Reconèixer que un determinat comportament és violència masclista, assumir-ne la responsabilitat i buscar ajuda. És el que fan més de 250 homes que assisteixen voluntàriament al Servei d'Atenció a Homes de l'Ajuntament de Barcelona #8M https://t.co/lvRK5FlrqY",2
"Denunciem, organitzem-nos, actuem! @DonesCCOOCat @ccoocatalunya #Vaga8M #8MCadaDia #EnsPlantem  El feminisme del treball https://t.co/ZwyAG9gEhL",0
"José María Espejo-Saavedra:  No recordo com es van nomenar els membres de la sindicatura electoral, però segur que per una via tan irregular com les anteriors  https://t.co/jd40j3nNEL #JudiciTV3CatRàdio https://t.co/mxVAmViS6f",2
"Només cal romandre amorosament i orgànicament lligat al poble. Acostumar-se a obtenir la força política mitjançant el voler del poble, de les dones i homes de carn i os, de la seva feina i de les seves il·lusions, dels seus barris i comarques, de les seves cooperatives, entitats,",1
"RT @rac1: 📌@valtonyc, @PuigGordi i una urna de l'1-O, alguns dels convidats a la #Diada2018 de @KRLS #DiadaRAC1 https://t.co/T9CCKtD8j5",0
RT @AgustiEngroguit: @CaptAchab @DolorsBoatella Ho dius pel guió del documental d’ahir?,2
"Vaig fer una botifarrada boníssima a la terrassa mentre veia per la tele com els meus veins, enganyats pels seus propis polítics, defensaven una cosa que no tenia recorregut.   #elmeu1O",0
RT @annasaliente: El #feixisme intenta avançar amb el suport de l'@HotelAlimaraBcn. El feixisme es combat al carrer 👇 https://t.co/kylQPVo9…,1
"@Talamanca_1714 @roca1955 Però la independència l'haurem d'aconseguir d'altra manera, no sé quina però amb el judici no l'aconseguirem.",1
"Així, sí: el feixisme no podrà tenir cabuda a la República Catalana. https://t.co/ESN6q0sMw5",1
RT @324cat: La Viquipèdia ja recull Catalunya com a estat independent https://t.co/4bTAiMCZxh https://t.co/8V4eiLWUT5,0
"Holaaa! 👋  Qui diu que totes les immobiliàries són iguals? 👀  Us presentem #LaRepública, la primera immobiliària ètica, independentista i #ecològica de #Catalunya 🏘️  Tots els nostres beneficis es dediquen a causes socials, mediambientals i de suport a la #RepúblicaCatalana 😀",1
💭  No necessito prendre drogues perquè a vegades veig estímuls pertot arreu. El fet més imprevist és a tocar de la realitat més quotidiana. #sentènciaBrossa https://t.co/rlM6i4mt80,2
Àlex Granell ha defensat “els polítics que injustament estan sent jutjats” al Suprem després de la victòria a Madrid https://t.co/TA5PNhRjjU,2
"#8M #8demarç #NoConsento Quan els mites invisibilitzen realitats ¿Saps que #Dinamarca, tot i ser un país reconegut com a pioner en igualtat de gènere, presenta un dels índex de violació més alts de d'Europa? Aquí t'ho expliquem https://t.co/MKHcnPWYri",2
@Rossend7 @lalilali68 @jcoscu es clar ets processiste i una mica miop¡¡ però que hi farem....,0
Marchena rebutja reunir-se amb els observadors internacionals proposats pels independentistes https://t.co/wQPnPDqNH3,2
"Avui fa un any, quin honor! Deien que no hi serien, que no ho aconseguiríem, que no votaríem. Però les urnes hi van ser i junts vam protagonitzar l'exercici de dignitat democràtica més gran de la nostra història. Les urnes mai són un problema, són la solució. https://t.co/SYH9VYUqag",0
"@weberganxet @xriusenoticies @tv3cat @estapassanttv3 @tonisoler @nllorachb @sempresaludava Com p... catalunya, p...republiketa, p..diu, pu..s ens han mentit, etc etc🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",0
⚖️ | #JudiciALesUrnes |  🎥 conseller @joseprull:  El #20S hi va haver una mobilització de protesta per unes detencions que molta gent va considerar arbitràries. Vostès parlen de 'tumulto' i 'instrumento coactivo'... Per mi va ser el dret de manifestació   #FreeTothom🎗 https://t.co/mnXx9bVIuJ,1
@RiboXavi @sergipinkman @lluis_llach Estan de conya a Anglaterra....és que no podeu ser més rucs.,0
"Sempre al teu costat @jorditurull, conseller del Govern legítim de la Generalitat il·legítimament cessat pel govern espanyol, diputat electe del Parlament empresonat per l'estat espanyol des de fa 365 dies, encausat pel Tribunal Suprem per garantir els nostres drets fonamentals. https://t.co/hbdclbX54l",1
RT @PSCBegues: Si el dia de les eleccions generals no estàs a casa aquesta informació t’interessa molt. #lEspanyaquevols https://t.co/QWAEY…,0
"Escolteu al Sr.Millo, primer demana disculpes als ferits, què després acusa d'atacar (amb #fairy) #JudiciFarsa #judicialademocracia ✔ Octubre del 2017 👇 ✔ Març del 2019 👇 https://t.co/syZivrhVzO",1
@andreucanals @IncensedCarrot @fgarrobo @partit_pirata @MICCatalunya Doncs miri... Vostè troba interessant una piulada sense evidències feta per raons partidistes per un partit identitari/neonazi.  Pel que fa al programari lliure... Vostè i jo no tindríem aquesta conversa sense milions de línies de programari lliure.,0
RT @Realpolitik_rne: .@MarilenBarcelo : “Un Govern de la Generalitat no pot ser còmplice dels CDRs. Avui hi ha hagut caos”,0
".@anna_caula:  @Esquerra_ERC i el #Govern hem fet tots els passos necessaris per tirar endavant els #pressupostos. 3de cada 4 euros es destinen a polítiques socials. Els Comuns renunciaran a 532 milions d’euros més a Salut, 473 a Educació i 222 a Afers Socials?  #Parlament https://t.co/LcovFv3OiY",1
"Eskerrik asko, @mikelsanjo6  S'està vivint un judici polític; un disbarat  https://t.co/hSUKz3GvKj #LlibertatPresosPolíticsiExiliats #AltsasukoakASKE",1
"👉🏼Els @SGMaresme, aquells que el maig de 2018 van agredir a la platja de #Canet les persones que defensaven les creus reclamant a llibertat dels presos polítics. Més tard, un militant de @LaForja_Jovent va rebre centernars d'amenaces de mort.",1
RT @MareaBlancaCAT: @NordRaval Enhorabona @NordRaval i Tota la gent del Raval Si lluitem guanyem #capalamisericordiaja,0
Això que diré ara és MOLT lleig de llegir i escriure però cada cop que parlo de política al Twitter rebo unes respostes que em fan plantejar molt seriosament el nivell intel·lectual (potser educatiu) de bona part de la militància indepe. Res a envejar a l'unionisme més ranci.,1
"➡Què estàs fent Rosa? ⏩Seure, que estic cansada, per? ➡D'acord, però no ho pots fer als seients dels blancs... ⏩Per? ➡Perquè distorsiones la normalitat! #NOESPOT #Diada2018 https://t.co/ijyUdbnIgV",1
"Ahir vam tenir la segona trobada de la taula del diàleg. Aquesta és més necessària que mai, a les portes d'un judici infame que no s'hauria de produir. Des de Catalunya respondrem a l'excepcionalitat amb diàleg i àmplies majories. ⬇️",0
"Els presos independentistes són a les presons de Soto del Real i Alcalá-Meco, als mòduls de respecte, uns espais on la convivència és millor https://t.co/bjvoj1kKI3 https://t.co/alLuPgc85N",2
Boniques fotos de la jornada de benvinguda de nous activistes de @bcnencomu amb la presència d'@AdaColau. Cada cop som més perquè #SumemPerGuanyar https://t.co/XOPWTODtiq,0
"Bona nit a tothom.  Estem a les portes d'una de les setmanes més calentes de la #TardorCalenta que hem començat. Hem de descansar bé, omplir-nos de forces, agafar tota la determinació de que en siguem capaços i...  #OmplimSantJaume29s   Ah, i demanar festiu a la feina el dia 1O.",1
"[Comunicat] Presentem al President Quim Torra mesures per acabar amb l’emergència habitacional i la pobresa energètica a Catalunya. La ciutadania ja hem fet la nostra part, ara toca voluntat política! https://t.co/HAEJwBdYnP #HemRecuperatLa24 https://t.co/F7llZ12iYK",1
@vpartal @fananwa Pero qui mana als mossos????? I per escoltar a la golpista choni poligonera al poble d'Amer si que hi van 200 mossos!!!,1
"#20S  Avui fa un any l'Estat va voler provocar, atemorir i aturar el referèndum. Vam sortir al carrer i ho vam impedir.  Ara toca defensar el mandat popular. Visca el poble català!  #OrganitzemRepública https://t.co/5zI8oEvb2C",1
"La Lliga de Futbol Professional espanyola vol evitar que el partit Girona-Barça, que s’ha de jugar a Miami aquesta primavera, es converteixi en una reivindicació dels anhels polítics de Catalunya https://t.co/kcJjio3Wdx",1
"A partir de les 18:30, Quim Torra i Carles Puigdemont faran a Brussel·les la conferència sobre el judici de l'1-O prohibida al Parlament Europeu https://t.co/lomvtc3LBO https://t.co/niIVnOreNm",2
RT @Vernet_11: @palauresist queda clar que el pitjor del partit han estat els comentaristes...,2
RT @oriolguellipuig: Quina república ens esperaria amb alguns... https://t.co/6U6cDty6F6,0
"Quina ràbia li fa al fatxa de #FAQSforojuecesTV3 que les urnes arribessin. Li fa ràbia i enveja a a vegada.  #AcampemaStJaume avui mateix, fins a la victòria final.  Seguim els de @campllibertat i sobretot #OmplimSantJaume29s",1
"@waj1Fum Anda mira, com és a Madrid s'ha vestit de  Amar en tiempos revueltos  per fer-se passar pel Pelayo de El Asturiano. Per semblar republicà, encara que en realitat sigui nacionalista.",0
"aquest escurçó vol fer política?  un polític ha de estar disposat sempre a parlar amb qualsevol altre polític (sigui de la tendència que sigui) i l'únic que demostra el fet de no estar disposat, és que no tan sols no es tenen arguments per a mantenir un diàleg, sinó que t'has 💩 https://t.co/MNc3ULkpai",1
RT @danisanchezp: Catalunya serà la tomba del feixisme ✊🏼 #omplimStJaume https://t.co/yeGgEhsjEo,1
Crec que no es pot discutir que a Catalunya existeix una fractura que divideix a la població entre qui comprèn i veu normal això i qui no ho comprèn i no ho veu normal. (No parlo de qui te raó i qui no). https://t.co/5S96MmApVh,0
"En resum. No hi ha un independentisme i un independentisme  hiperventilat . Hi ha l'autonomisme de tota la vida i l'independentisme. Si tu creus que ets a l'altra banda dels que anomenes hiperventilats, sento dir-t'ho : ets autonomista.",1
@ModernetdeMerda Que vagin a vendre diaris a espanya si tant els agrada... TheNota s'ha d'enfonsar amb lo q va fer el 17Agost. La societat els hauriem de denunciar als tribunals si hi haguès justicia i q paguin vergonya x sempre. #NiOblitNiPerdó,1
"@JaumeNollaiMart @jotapege2o Castellví no fa quedar malament als @mossos, deixa en evidència als comandaments polítics que els van instrumentalitzar per als seus interessos.",0
"Carles Puigdemont des Waterloo:  Estic disposat a rebre amb respecte i interès la líder de l’oposició I. Arrimadas. Té les portes de la Casa de la República obertes Però si el que intenta és un nou espectacle mediàtic com el d’Amer, això és una altra cosa  https://t.co/7orfirzAEe",1
"Abraçada als qui condemnen amb contundència q l'esquerra no s'ha de subordinar a la dreta nacionalista i bla,bla,bla,bla,bla,bla,bla,bla... https://t.co/VnVeBKVeIF",0
RT @FactCheckCat: #judici1O  #JudiciALaDemocràcia https://t.co/43WMg9V1jE,0
"La @guardiacivil es persona al @parlamentcat per requerir informació sobre l'acte de presentació de la llei del referèndum al TNC, al juliol del 2017. La factura de 17.600 euros la va abonar @juntspelsi | @linformatiu_tve https://t.co/vpg5C5krnG",1
@elnacionalcat Mandeeeee. 🤣🤣🤣🤣🤣🤣 No sou creïbles ni fiables ... El únic el poble i el nostre... #PresidentPuigdemont @KRLS #PuigdemontPresidentja,1
"Amb llaç groc o sense ell ens uneix la lluita contra les retallades, per la defensa de les pensions, Sanitat i l'Educació #QueNoEnsEnfrontin https://t.co/tBty73J07h",0
Estaria bé que el @cdrbru protegís demà el MHP @KRLS i la Casa de la República davant l'anunciada arribada d'escamots ultres espanyolistes encapçalats per l'Arrimadas. Prou càstig és l'exili com per haver de tolerar actituds menyspreables de gent malalta d'odi. #FreeTothom,1
"@naciodigital @InesArrimadas @KRLS Senyora Arrimadas, té vostè molta sort de viure a Catalunya. Si visqués a la seva terra seria la reina de la  chirigota .",0
"@jmangues @RogeroBram Deu ser un Fairy especial. Fa relliscar policies, però no votants. Si fos  Fairy Ultra  relliscarien indepes i els Piolins anirien tan tranquils.",1
Un altre referent pel procés. Un pres polític que solament va assassinar un policia. https://t.co/vD3Bn0TX6c,0
"@Nex72599860 @DavidGR1714 Si, i a aquest polítics incompetens, quan el poble tiri del carro i sortim endavant, jo pregunto. . .seran aquestes meucas els q portaran el país endavant? Si no serveixen per res, mira la joieta del Deu  omnipotent @rogertorrent  i en Tarda, Campuzano, Pascal? Això ens gobernarà",1
Pedro Sánchez: ‘El 155 va ser com un bàlsam per la societat catalana’ https://t.co/pttMqdnhHl,1
Sempre m’ha agradat com juga @A_Granell i la seva actitud.  Les seves manifestacions dedicant a @KRLS  i als presos polítics la victòria del @GironaFC al Bernabéu fan a més a més  que l’admiri profundament pel seu coratge i el seu compromís amb el país.  Enhorabona Girona FC!!! https://t.co/027yadVhVL,1
RT @joseprull: Tot el que no sigui absolució serà una injustícia. https://t.co/ujzeGxMKWA,0
"Això. Aquests són els objectius immediats per a l’independentisme i, al meu parer, perfectament assolibles en el clímax emocional que suposa el judici als presos polítics. Sols depèn de nosaltres. https://t.co/BHYUj8USd6",1
@gebelque Doncs com a servei públic regulat per AMB ara q vingui un altre a fer el Bus amb app i tots contents,0
"#AgendaCCCB Avui, l'assagista i cineasta @Ingridguardiola i l'agitador cultural Franco Berardi dialogaran al voltant de les conseqüències emocionals que s'esdevenen de viure en un món cada cop més digitalitzat. Vivim a través d'una pantalla? @CCCBDebats https://t.co/SOOv3Nf34q https://t.co/f8wSeH46pR",2
"L'activista dels CDR Adrià Carrasco, acusat de rebel·lió i terrorisme i desaparegut des del 10 d'abril és a Brussel·les via @elnacionalcat https://t.co/w4vyqylVMi",0
"🎥 @aliciarll ha preguntat avui al govern sobre la política industrial. De moment no sabem quina valoració fa del Pacte Nacional per la Indústria, que va néixer d'una resolució del #Parlament, ni quina estratègia té el govern. https://t.co/gIuew1iM4G",0
"Som demòcrates combatius, en lluita per la nostra llibertat, per fer valdre el nostre dret a crear un estat sobre la nostra nació. No abandonaren mai aquesta lluita! #NoSurrenderCat #AlcemNos https://t.co/cndRL3hddc",1
"La ciutadanaia de Catalunya ha de poder decidir democràticament. Fer un referèndum com l’1 d’Octubre no és un delicte. Fer un referèndum, en els països democràtics, és la solució política i de progrés social #EmpresonenElDebat",1
"Pel Parlament Europeu els presidents quimtorra i Puigdemont poden provocar violència, Le partit d'extrema dreta faxista B🤮CS, NO. https://t.co/R00mvsSQ9I",1
"RT @AdriaAlsina: A Austràlia ja es poden posar emoticones a la matrícula, a Espanya el CAT continua prohibit. #GovernEfectiu https://t.co/X…",1
"Llibertar per  @junqueras 🎗 @jorditurull 🎗 @joseprull 🎗 @quimforn 🎗 @raulromeva 🎗 @jcuixart 🎗 @jordialapreso🎗 @ForcadellCarme 🎗 @dolorsbassac🎗 Us volem a casa i en llibertat, construint el somni d'un món més just Que la nostra resposta sigui sempre pacifica.",0
RT @oriolguellipuig: Amics indepes unilateralistes: @JoanTarda té una cosa important que dir-vos. https://t.co/hvENC27fZA,0
"@RaholaOficial L’única funció d’@EnricMillo avui al Suprem és dir el que va passar. Els acusats són els que van fer mal, tot el que van poder. I va ser tan gran el mal, que van haver d’inventar-se 1.000 ferits per disimular.",0
RT @Jgotzens:  Bloquejar el Congrés fins que es restableixi la democracia.  Ningú més veu la contradicció? https://t.co/bTfA8amijR,0
"RT @PBPCAT: @estelada Votar no és delicte,no aplicar els resultats del referèndum ho acabarà sent.",1
"📻 @JoseMariaCanoCs ""Necessitem tornar a la normalitat; el primer diàleg que cal obrir és entre catalans. Volem pau i tornar al seny, respecte i convivència. La situació a Catalunya és preocupant i les amenaces dels CDR a aturar Catalunya afecten milers de famílies""@ElmatiaRadio4",0
🔜Jornada de Microfinances a càrrec de European Investment Foundation.  Poden les microfinances ser una alternativa per petits empresaris i empresàries? @ignasicalbo   Inscripcions: https://t.co/xxjcRfDbo8 https://t.co/brDLgAk31l,0
"Dimarts serem a la manifestació per demanar la independència,la república,la llibertat dels presos/es polítiques i el retorn dels exiliats/des.I malgrat cadascú de nosaltres voldria ritmes,accions o propostes diferents, tots tenim un mateix objectiu, i l’hauríem d defensar junts!",0
"🔴 Aragonès:  Si no dialoguem i no parlem del problema de fons, que hi ha una majoria que vol l'autodeterminació, si s'exclou no és una negociació, ha de ser damunt la taula  #JudiciTV3CatRàdio   https://t.co/yVc85g3PFj https://t.co/UVYDcljU1L",2
En que menteix TV3? En que hi ha presos politics? NO. En que el tribunal alemany sentencia que no hi ha violencia? NO. En que Cs si que vol provocar violencia? NO. Es Alberto Primo de Rivera qui menteix sense escrupols. https://t.co/Op8Frylq9i,1
RT @tonicantona: Flipeu amb el titular: Un tiu amb dos micros (Tv3 i ACN) Dos mitjans públics i un concertat. https://t.co/bUklU8ZAO1,0
"@RataDesletrada Com sempre, olora a sang, polvora, bales i terra remoguda;  el toc ranci inconfundible del 39. La colonia preferida dels Borbons i l'IBEX35 #ThisIsTheRealSpain",1
A alguns polítics del PP i Cs no els hi agrada el periodisme crític i punyent. Per això han marxat en senyal de protesta. Una pena q no hagin escoltat tot el discurs d @albertmartnez,1
Aquí tenim els 7 cotxes (no 2) de la Guàrdia Civil que van ser #devastados pels independentistes el 20S del 2017 davant del Departament d'Economia. Aquest és el relat fals i manipulat de la fiscalia espanyola!  #FakeSuprem  #JudiciTV3CatRàdio  Amb Espanya #NOESPOT https://t.co/P8Yupxi84l,1
"Teresa Pallarès, de regidora en la época más corrupta del #PSC en #Reus a defensora a ultranza de los golpistas catalanes #VeletaLazi 🎗️👻 https://t.co/ZjNfLiqUJs",0
"@sergipinkman @EvaRos8 Sergi és moment de fer política, CAP I COR FRED, no és moment de sentimentalisme... Siguem inteligentes",1
El President @KRLS i els consellers @PuigGordi i @ClaraPonsati participen en la primera reunió presencial del Consell per la @republicat_cat a Waterloo.   #LlibertatPresosPolitics  #FreeTothom🎗️ https://t.co/0JiSfpM1I5,1
"NO!!!! No estic d'acord.Jugarem sabent q tenen el pal, però si li prenem algun escó al Trifachito i banda 155 podem erosionar i molestar a la ñ 👍💪👊 https://t.co/b1cqgqXcUN",1
Tens tota la raó. Tot va començar en votacions a petits pobles. Els polítics van haver de recollir aquest interès i canalitzar. L'estat no li va donar cap importància. https://t.co/kOk6sz6bt6,1
@queraltcm Il·lustra les dades de continuïtat amb exemples d’Anglaterra i 4 menes d’escoles. Els alumnes de les escoles privades (Independent Schools) són els que van arribar a nivells d’estudis més elevats. Ho relaciona amb l'estatus social de la família. #PerQueApostem,0
"Camí de Soto del Real a veure els presos, hostages d'un Estat...  demòcrata , segons tu @JoanTarda per tant no és cap escarment perquè significaria que serien presos per motius polítics, cosa que no fan els estats demòcrates.. https://t.co/0AP2nDbHwD",1
