text,label,lang_detected
Romeva: “Solo unas relaciones basadas en la libertad son enriquecedoras y fructíferas. Las nacidas en la represión suelen fallar.” https://t.co/m2oRKXwovr,2,es
"@LlunaCatalana3 @JmcJusto @assemblea Joder que descubrimiento esto ya lo sabemos todos, por qué el día que Puigdemont declaró la independencia de 5 segundos había no más de 20mil personas. Si nos lo hubiéramos creído hubiera avido 2millones, seguro!!",1,es
Só sair de fuga e ficar tranquilo mas se tiver herói nós dx fudido 🎶🥋 https://t.co/07xgyJGJlG,2,es
RT @ldpsincomplejos: El 'nuevo' PP. En fin...  Casado se abre ahora a pactar con el PNV al diferenciar nacionalismo de independentismo  htt…,0,es
"@javilm Por eso te he dicho lo de Andorra, so IGNORANTE. JAJAJAJA. Seguro que los que te RT tampoco viven en España 😂😂😂😂😂😂#NoPuedoPararDeReír #LaRepublicaNoExisteIdiota https://t.co/kQi9F4ayMC",0,es
?Os dejo el vídeo-resumen de los cortes de las intervenciones de @junqueras en un solo vídeo de 5 minutos para descargar directamente o compartir:  ?FB https://t.co/AYtf2J7mL6 ?Telegram https://t.co/xvwi8XUD6F  #JoAcuso,1,es
RT @Arrieta0058: Es pura coacción por lo el desprestigio que se juega Jordi. Algo muy propio del fascismo radicalizado. https://t.co/KAECoh…,0,es
"¿Esta basura cree que nos va a dar miedo?  Apuntad mi nombre. Apuntad a mi coño. Apuntad a mi nuca.  A vosotros os apunta mi asco, mi lucha.  Y mi carcajada, escoria.   #ApuntaMiNombreVox https://t.co/V4FItbhBxL",1,es
"Me dan asco los burgueses que roban, no los que van a la cárcel injustamente. El burgués B. Osborne diciendo que los presos están justamente metidos en la cárcel y que Puigdemont es una rata que se ha fugado. Lo dice el HDP que pide tiros para Maduro y aplaude al golpista Guaido.",1,es
"Pero lo que no se dice es que cuando se hizo el Referéndum del 1 de octubre la Generalitat ya tenía las cuentas intervenidas, de manera que inculparlos de malversación sería culpar al ministro español que ya controlaba esas cuentas.",1,es
"Jenn, una pregunta de buena fe: motivaciones aparte, ¿qué pretendéis, tumbando al gobierno? ¿Adónde queréis ir? ¿Cuál es la apuesta, el cálculo? ¿Con qué fin asumís el riesgo de que gobiernen PP, Cs y Vox e impongan el 155 perpetuo? https://t.co/rDbTeoTHRy",2,es
RT @nomasland1972: @JuanPdeMungia @honraybarcos Espero que ese partido golpista desaparezca de una vez por todas. Qué gentuza.,0,es
Ortega Smith denuncia  la estafa del independentismo  en su conferencia en el Parlamento Europeo https://t.co/Ey2lsBLhXb,0,es
🔊 Nieto responde a sí mantener la convivencia pasaba para celebrar el referéndum:  No  #JuicioProces    https://t.co/gv8slGvDa9 https://t.co/VFxAb5Ne50,1,es
"Declaran como testigos los mandos policiales implicados en los operativos del referéndum, políticos relacionados con la Mesa del Parlament y personas que emitieron facturas a la Generalitat https://t.co/VNbCiez1gO",2,es
"@galarufus Genial, esto es otra conversación. Aquí no se faculta a nadie a dividir el país y mucho menos a ejecutar un referéndum independentista. Sólo se habla de nuestro derecho a vivir con nuestra cultura y en apego a la ley, lee el art 4, lo siento, esto no dice lo que te gustaría. https://t.co/0F98NuyySk",0,es
"@miguelpasquau Creo que la respuesta es irrelevante, desde una interpretación sana del delito de rebelión. Sí los responsables de organizar el referéndum dan instrucciones de comportamiento pacífico, y la resistencia ciudadana es pacífica en general, la violencia policial no la ejercen los",1,es
"@SusodeToro1 Políticos presos. Y no ,no tocaba hablar de los  presus  en absoluto! No son el ombligo del mundo, son unos desgraciados que quisieron imponer su voluntad a más del 50% de la población.¡ Ajo y agua !",0,es
RT @jpx200: @aleixsarri @KRLS El CLUB del 155 Ataca de nuevo. @miqueliceta SOIS LOBOS CON PIEL DE CORDERO https://t.co/bwxVCyhI4h,1,ca
"#LaEspañaQueQuieres  Nada de extraño, es un plagiador además de gilipollas... Porque, sólo un gilipollas puede escribir esto sobre su llegada a la Moncloa... https://t.co/PRYVeprMkP",0,es
"@J_Zaragoza_ @espaip José, tienes toda la razón y la sustituta de Arrimadas, aún peor, los catalanes constitucionalistas pedimos su expulsión de Cs., antes de las elecciones del 21D, por ser fotografiada en una manifestación independentista enarbolando una estelada.",0,es
"Malas noticias para Ramírez, boliburgueses, bolichicos y demás yerbas: Andorra se suma al reconocimiento internacional de Juan Guaidó como presidente (E) de Venezuela.",2,es
@COPE @mass7306 @guardiacivil Este pajaro no es el q se presento el #23F disfrazado de falangista en un cuartel d la guardia civil?. Bazofia golpista?,1,es
"Una España que respete su historia, sus símbolos, bandera, himno, una España donde no nos miren mal por hablar en nuestro idioma ó por mostrar esos símbolos. #LaEspañaQueQuieres",0,es
"Greta Thunberg, la adolescente que recuerda a los políticos la urgencia de salvar el planeta. Incluso, a pesar de algunos.    Hemos empezado a limpiar vuestro desastre, y no pararemos hasta que terminemos   https://t.co/eh45dfjNrK",0,es
"#LaEspañaQueQuieres buena sanidad, fuera la ideologia de genero el adoctrinamiento, Y que por favor que los politicos discutan por el bien del pueblo no por el poder",0,es
"Hi ha tanta caspa, q ens costará treura-la d sobre. La TV vasca contra la catalanofobia extremeña del 155:  colonialismo y caspa  https://t.co/Cvkq99OxwQ",1,es
"??? Mismos músicos y misma música. Esto no hay quien lo aguante. Si la cosa sigue igual, muchos indepes acabará suicidándose. https://t.co/E13fz5yZMu",1,es
"Yo alucino, los indepes vendiendo que la huelga de ayer fue la segunda más secundada.....para que veáis que VIVEN EN UNA REALIDAD PARALELA....",0,es
"No lo comprendo. Si a los catalanes en la GCivil nos llaman perros, por qué nos tratan tan mal, especialmente a los rehenes políticos https://t.co/aC5oLy1Dez",1,es
Trump y Kim Jong-un se reunirán por segunda vez en Vietnam el 27 y 28 de febrero https://t.co/MxRhAp4GSy #Corea #EEUU #Washington #Pyongyang,2,es
@Cs_Bruselas @CiutadansCs @InesArrimadas @carrizosacarlos @Lroldansu @AdrianVL1982 @susanabeltranga @_Irene_Rivera @martabosquet @ocurneen Todo lo que sea acercarse a Puigdemont es un error. Nadie entendera que a estas alturas sea @CiudadanosCs quien de oxigeno a un fugado.,0,es
"RT @CaraotaDigital: Guaidó, un muchacho “humilde e incluyente” que moviliza a Venezuela, editorializó medio ecuatoriano        -*        ht…",2,es
Ponsatí lamenta que en Europa pasan de los 'indepes' https://t.co/V0mH7noSCi,0,es
Puigdemont: 'España quiere dejarme pudrir en el exilio'. Creo recordar que fuiste tu solito el que te piraste de España en el maletero de un coche. Exilio queeee?? Vuelve si tienes cojones...aunque no creo que lo hagas NENAZA!!!??? https://t.co/XwBTQzDsMS vía @MediterraneoDGT,0,es
"RT @BernRdgz: Es un gran mentider, aquet Nieto, un mentider I un feixiste https://t.co/SC7dX4pej4",1,ca
"@SamuelS87981499 Hace mucho tiempo que recibimos toda la solidaridad del pueblo ??: gracias por nada. Cuando nosotros somo víctimas del fascismo institucional, muchos ciudadanos ?? corean el “a por ellos”. Gracias por nada....",1,es
Rajoy declarará junto a Artur Mas y Roger Torrent en el #JuicioProces https://t.co/glomsyG59H,1,es
"@cav_carmen Desde luego que sí, por lo menos nos dejaban en paz y sólo teníamos dos obligaciones: estudiar y jugar (en la calle) No éramos diana de experimentos sociológicos, ni objetivo de políticos desaprensivos, ni existía tanta perversión y pedofilia como ahora. Sí, fuimos afortunados😀",0,es
"otro que se larga, Albert. fuera, Arrimadas fuera y Girauta  fuera, cruzar los dedos 🤞🤞🤞🤞para que se largue carrizosa https://t.co/S1Stmwzm6B",1,es
"#LaEspañaQueQuieres es una España en que los partidos no gasten dinero en campañas de Twitter para tener notoriedad, a otros les basta con pedirselo a sus seguidores #SiguemeYTeSigoVOX",0,es
@AdaColau Poderse se puede  Pero no es tú caso  Déjate de ambigüedades q tú tb eres indepe,0,es
Cuatro soldados de la Guardia Nacional han desertado tras derribar los postes que bloqueaban el Puente Simón Bolivar @edurneconcejo https://t.co/WDtGSjkuUn,2,es
Lo del 6 y 7 de septiembre en el Parlament fue un golpe de estado pero un gobierno aprobando a mansalva leyes vía decreto cuando ya está en funciones es la democracia que nos dimos entre todos.,1,es
"RT @AndresVelasqz: Bravo Arnoldo. Así es, con firmeza en lucha por el restablecimiento de la libertad y la democracia. https://t.co/bWXB2dj…",0,es
"@Mariagtriana @Jomateixapunt La única verdad que le conocemos es https://t.co/Fax9lHR0KV Los mensajes de Puigdemont: “Esto se acabó, nos han sacrificado”",0,es
"De @todd_hino Intento de asalto de los separatistas a la delegacion de Lerida en octubre de 2018.  Los independentistas, como veis son gente de paz y amor.  Como hoy, desvela Junqueras en el juicio . https://t.co/W2cbtGiWJS",0,es
Hoy la fiscalía se ha lucido... #JudiciFARSA:  Violencia de las murallas humanas que se lanzaron contra la policía   la violencia no es de quién la inflige sino de quien la sufre  Sobran palabras... #Makeamove #JoAcuso #JuicioProces  #LlibertatPresosPolitics https://t.co/cqLXQuL7Nh,1,es
@BromiusBCN Cualquier persona sana sin infectar de esa secta llamada independentismo no tiene más remedio que huir de cataluña si aún quiere proteger y evitar que sus hijos acaben contagiados. Tan triste como sencillo. #LaSilenciosaCat #JuicioProces #28A,0,es
"El 100% de los saharauis queremos vivir en el #SáharaLIBRE e independiente. Sin Marruecos. Si no, ¿por qué no nos dejan votar en referéndum de una vez? https://t.co/AbJIGF8EHJ",1,es
"La #GuardiaCivil destapa una estafa de venta por internet a raíz de una denuncia en #Lanzarote  Han sido detenidas dos personas, que ofrecían muñecos Reborn por encargo y pedían dinero por adelantado pero luego no realizaban la entrega https://t.co/bq3iQtBNXj",0,es
"Venezuela muy bien representada en la #WorldLawCongress  Dr. Fernando Peláez, Dra. Cecilia Sosa, Dr. Franklin Hoet y Dr. Román Duque Corredor. https://t.co/e6FFvA0VkU",2,es
Nuevo megazasca del Parlamento Europeo a los??. Por amplísima mayoría rechaza condenar la actuación policial del 1-O. Que Puigdemont vuelva a llamar a la UE  club de países decadentes . Todos pasan de su nacionalismo etnicista. A seguir llorando separatas. https://t.co/CNHSFrfYyB,0,es
El acuerdo de la derecha y los indepes para tumbar los Presupuestos del Estado deja a Extremadura con 150 M€ menos de financiación y 400 M€ menos para el tren,1,es
#ApuntaMiNombreVox Yo también trabajo para combatir la violencia de género. Que se enteren todos estos 👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻 https://t.co/l9ZyBeuDyI,1,es
"Por la izquierda no comprende 3 cosas,1/la unión hace la fuerza,2/si no somos capaces de unirnos por diversidad de opiniones los líderes de iz no sirven para nada 3/los políticos de la izquierda ,no pueden anteponen sus intereses a los de todos",1,es
"DOS HECHOS: REUNION EL VIERNES ANTERIOR AL 1O en pedralbes con interior, no se presento TRAPERO lo que implica a RAJOY en la colaboracion del referendum y sus consecuencias de todo tipo, VISITA SORPRESA DE TRAPERO A LA JUEZ A MEDIA MAÑANA DEL 1O para conocer alcance, con testigo. https://t.co/NlQQn0kYU6",1,es
"Pilar Baeza, candidata a alcaldía de @PODEMOSAV, cumplió su pena de cárcel x cómplice de asesinato. Quienes le niegan su derecho a ser candidata a la alcaldía, niegan nuestra #Constitución y nuestra propia democracia. https://t.co/42mrWuml1h vía @publico_es #eleccionesmunicipales",1,es
"@valenciaplaya @xriusenoticies ...sabiendo que era ilegal, con total conocimiento de que la policía actuaría y cobardemente usando niños y ancianos como muros para intentar incumplir la decisión judicial. Las imágenes están ahí y los presos rindiendo declaraciones, para vuestro mayor regocijo.",0,es
"@gggquiros Algo típico entre las democráticas sociedades islámicas. empoderarse antiheteropatriarcalmente, es distintivo de una democracia de corte coránico.",0,es
"Solo la mera propuesta de lo que el PSC llama la 'solución política' para Cataluña, la tercera vía de siempre, es ya calamitosa porque viene a legitimar las vías de hecho del independentismo en los últimos años; darles un triunfo que tendrán por parcial, provisional y precedente.",0,es
"CRÓNICA | 'Venezuela': humano, demasiado humano. La Batsheva Dance Company cuelga el 'no hay entradas' para todas las funciones de 'Venezuela', coreografía de Ohad Naharin donde indaga en las relaciones entre el individuo y la comunidad https://t.co/pmoKxVxq00",2,es
El cambio climático y la democracia se cuelan en la pasarela londinense https://t.co/oikrdCaZIz,2,es
RT @AlbertoRodNews: Habla el padre del presidente Juan Guaidó: Admiro a mi hijo por la valentía que tiene https://t.co/eoYg4vqm93,2,es
"🏛️ @AngelesRibes_68:  El que ustedes llaman 'juicio de la democracia', es en realidad el juicio del triunfo de la Democracia y del Estado de Derecho . #PlePaeria https://t.co/3TfxOXxR75",0,es
"Inés Arrimadas lo dice claro, los TOTALITARIOS no quieren dar la cara en los Parlamentos democráticos Solo en el transfondo, sin luz ni taquígrafos, para venderse y comprarse a su antojo Venden nuestros derechos y el Estado de derecho que tenemos",0,es
"Qué república ni qué cojones! ¡La república no existe, idiotas!» 🇪🇸🇪🇸 #EquiparacionYa @jusapol @UMCmossos @mossos @Bcnisnotcat_ #6AbrilMadrid #StopExpedientesMossosLeales https://t.co/3cMSXIFsPP",0,ca
"#ThisIsTheRealSpain la España profunda, la que tiene una policia que nunca se equivoca y que aunque alguien lo indique no lo reconoce. Esto sí es un delito de odio. Tener un SINDICATO así, es una estafa a la población.   https://t.co/nC1KLpG6KD",1,es
"Yo creo que una parte importante del no independentismo no se sentía especialmente representada por el estado español, viniendo de las experiencias de gobierno deaznar y rajoy (principalmente) y la última etapa de zapatero, pero la huída hacia adelante...",1,es
Cuando los franquistas de antes se disfrazan de fascistas con togas del Tribunal Supremo de #EspaÑistán  #PaísDeMierda llamado #Francoland #judicifarsa  #FakeTrial  #FakeJustice https://t.co/kAtXFBGyp8,1,es
Querido @JosepBorrellF no sabía que eras sanitario y habías estado de guardia con nosotros el #1O Te acuerdas q tb atendimos policías? Y no todo paciente atendido en urgencias se ingresa! ....(te digo el resto? 😬) https://t.co/igxUmo8vgu,1,es
@albertoarregui_ No somos suiza ni nunca lo hemos sido. Tenemos muchos muchos enemigos. Qué haces con Rusia? Los separatistas catalanes? Usa?,0,es
"Todo el mundo verá en directo su violencia ante ciudadanos desarmados. Muy inferiores en número se refugiaran en sus fuertes, pronto pedirán árnica, es muy sencillo dejarlos sin luz, agua y gas. La propaganda será furibunda: golpistas, violentos, tumultuarios, catanazis…",1,es
"@Ottoeldelbus78 @jordasso1 @ToniHernandez73 @elenapi_vi @David_Manent @cesardecaralt @psaltiveri @ITarres @Jofn66 @ME12985 @almogaversindep @Tea_Trapos @KialoHQ En Badalona claramente lo que sobran son los indepes, conozco mucho Badalona, y para nada es una ciudad indepe, no hay ni lazos.",0,es
"@polibueno691 @Inesinesarrimadas @ciudadanoscsciudadanoscs@publico_es @eldiarioes @ctxt_es Que yo sepa, el lacito amarillo no representa a Convergencia (junto a la cual sí que votan ustedes muchas iniciativas políticas en el Congreso), sino a pedir la libertad de presos políticos.",0,es
"@Irene_Montero_ La educación pública de nuestro país debería estar libre de vuestras manos y alcance.  Enseñar feminismo  ya deja de ser una educación en igualdad, están sesgando. Los aires del monte no le han sentado muy bien, viendo las sandeces que espeta. #LaSilenciosaCat #28AVotaCambio",0,es
"Señores, ahora mismo acaba de desaparecer como TT el hastag y estaba en tercera posición. Parece que estamos haciendo pupa #SiguemeYTeSigoVOX",0,es
"#FakeSuprem Según los fiscales solo huvo dos heridos ,1066 aquí tiene varios ,vean si quieren ver ,porque la violencia fue de la parte de sus amos https://t.co/jxqPzuDAE0",1,es
"No lo acabo de ver, la verdad... #Justicia #JudicialaDemocràcia #JuicioProcesARDia1 #JudiciTV3CatRàdio  REBELIÓN, SEDICIÓN, ORGANIZACIÓN CRIMINAL? https://t.co/9dn8Zb7oDK",1,es
"¡La #21FVagaGeneral fue un ÉXITO en toda Catalunya!  Millones de personas, mañana y tarde, llenaron las calles de ciudades y pueblos contra el #JudiciFARSA y por la #LlibertatPresosPolítics. ¡Por la república catalana del pueblo! Els carrers seran sempre nostres ✊🏼 #FelizFinde https://t.co/K3uU02YfaE",1,es
El independentismo conoce muy bie que partido les planta cara de verdad en Cataluña. https://t.co/S2JAf71ObZ,0,es
RT @elperiodico: 🔴ÚLTIMA HORA | Soraya Rodríguez se da de baja en el PSOE por discrepancias ante el independentismo https://t.co/f2JbTinkZD,0,es
"✊🌹TRAICIONES🌹✊  🔖Por Iñaki Gabilondo:  Cuando veo que la campaña electoral se llena de traiciones, golpes de Estado y ventas de la patria me pregunto si conseguiremos algún día salir del siglo XIX .  #LaEspañaQueQuieres /❤  https://t.co/iEIPyuH2zR",1,es
"@AlfonsoIXLeon @ElPaco17170917 @RAGAFO1 @Julii1985 @Jrgen27307674 @MontseG94398156 @David_n_Goliat @silvia_yucca @JordiMasFont @axlcosta @Morafanova @vlc_JI @cava_SEdR @airebros @ochoabravo32 @RafaColono @anguestar @CDRTabarnia @CODEXREVISUS @2Emprenyat @RamonBerenguerI @lovenjaire @jordivergesb @Capdecul1 @rumbletoe @canilero9 @auroraborreal88 @LauraFangs @may_adell @bla_7863 @barnazen @ap_poch @crmontoro @kiko0243 @Argumentosepara @JesusFase2 @Ibermensch @states_spain @33Joanot @TabarniaSur @fhaherrera @serem1infern @Blamitter @berguetanu @Oletros @hlcannibal @vivi190473 @mosnunez @nuriapatona @Sam46a Es que majestad, da loa puñetera casualidad que ningún juez, secretario, es neutral.... fascistas, falangistas, vamos herederos del régimen franquista todos... a eso no se le llama democracia...",1,es
#FamaABailar6M dejaros de mariconadas si tan independentistas sois montar la liga catalana y marcharos de la española !!! https://t.co/c3EMmMjeZr https://t.co/iTvI1299Cj,0,es
"@GonBernardos Este artículo lo compro para incorporarlo a la Constitución española, prohibir cualquier partido que vaya contra la existencia de España o contra su constitución",0,es
Miles de españoles defienden al guardia civil suspendido por el Gobierno tras grabar el traslado de los golpistas https://t.co/8A72BHUUS0 vía @casoaislado_es,0,es
RT @3de9net: Siguen las celebraciones en Cataluña tras el anuncio de hoy de Ines Arrimadas #L6NArrimadas https://t.co/TajuINUq8R,1,es
"RT @saralidiaester: Colau fen de Iceta, Arrimadas i Fernández.  Això es Colau UN FRAU https://t.co/0O8vzSELKB",1,ca
"@juanmalpr @gabrielrufian Mientras haya presos políticos, ley mordaza, la justicia totalmente corrupta, fiscalía general cometiendo delitos, policia política, chavales de altsasua encarcelados se pueden meter los presupuestos en el culo.",1,es
"Que dice @carmencalvo_ que Rajoy no dialogó con los independentistas y que ellos llevan 8 meses haciéndolo. Pues que sepa que el resultado es el mismo 0 solución, o peor porque están a punto de dar concesiones y al borde de la alta traición  #SanchezDimision",0,es
?#Hilo  Las mejores frases de los fiscales en el caso de los #golpistas ...  Olé por los fiscales del juicio contra los golpistas. Os dejo aquí veinte extraordinarias frases de su discurso de hoy ante el Supremo.   1.“El derecho a decidir corresponde a todo el pueblo español”.,0,es
"RT @GeNesiS2v0: Dejarse querer a veces               resulta,   más difícil que querer. https://t.co/9uVMqwWCgu",2,es
Los independentistas catalanes querían prohibir los partidos que fueran contra la República catalana. En la ley de transitoriedad estipularon que los jueces sería elegidos por ellos. Más que una república estaban construyendo una dictadura.  https://t.co/uewM7xUgpM,0,es
"@EmpresarisCat Es decir, unas 5000 al menos, desde que el separatismo decidió destruir Cataluña... Vyaa manera de “amar” nuestra tierra.",0,es
"@JaumeMayor @NicolasMaduro @boye_g @gabrielrufian @juandepca @rosamariaartal @JoanTarda @koskita @juanludepaolis @MorenoG_Agustin @JuanyGar63 @Manu_Abu_Carlos Los independentistas ya tienen reconocimiento internacional, el de un dictador de Venezuela.",0,es
"Una democracia que se precie no necesita ni relatores ni facilitadores. Necesita diálogo, cumplimiento de las leyes, cambiarlas con las mayorías suficientes  cuando no resuelven los problemas, evitando discursos muy graves, falsos e incendiarios, que no conducen a buen camino.",0,es
"@matthewbennett Bajo mi modesto punto de vista, que lo investiguen los Mossos es la garantía de que todo quede en nada.  Es una lastima que un buen cuerpo policial se haya convertido en lo que es ahora por culpa de los mandos políticos/politizados.  #nonoscallarán  #LaRepublicaNoExisteIdiota",0,es
"@QuimTorraiPla si, en la vanguardia de la democracia, tolerancia, convivencia,solidaridad,inteligencia,cerebros,el motor del mundo, el motor de la economía, de todo lo inimaginable. ya lo sabemos,Quim Torra, qué modestos son.😌",0,es
🇪🇸 @CiudadanosCs es la casa común del constitucionalismo. Venceremos al miedo con ilusión y derrotaremos al rencor con esperanza. Así lo ha dicho @Albert_Rivera 👇🏻 📽  Hay que dejar atrás las batallas de rojos contra azules y apostar por la tercera España  https://t.co/MO7aMiFBpf,0,es
La España de hoy: la sentencia en contra de los presos políticos está escrita: años de cárcel para los lideres del proceso. La venganza sigue su marcha. ( op. Cit),1,es
RT @jotambesomric: Hoy en el juicio del procés se ha vislumbrado un entramado criminal que va mucho más allá de septiembre y octubre de 201…,0,es
"Gracias a todos por vuestro apoyo. Seguimos con nuestro reto para afrontar la campaña exclusivamente con vuestro respaldo, generosidad y compromiso #EspañaViva https://t.co/c4IPAwIgFe",0,es
"Y muy bien que hizo impidiendo la pregunta. Pero esto qué es, el abogado de Junqueras se cree que está en Salem? Por cierto, yo no la conocía cuando si hay una leridana contra la independencia soy yo. Voy a buscarla inmediatamente. https://t.co/35YUY0StfD",1,es
RT @rumbopropio: #PerezDeLosCobos manifiesta se enteró el mismo #1oct que los #Mossos mandarían 2 agentes por centro.,0,es
"🇪🇸😎 El Procés independentista se ha convertido en un verdadero esperpento. Si el inventor de este género -Valle-Inclán- resucitara, diría que le han superado. https://t.co/niS25cynEI",1,es
"El garantista Marchena ha decidido que las defensas no pueden preguntar sobre el 1-O. Ya se la suda todo, total, para cuando esto llegue a Estrasburgo ya estarán todos jubilados o bien colocados. #JudiciFarsa",1,es
"@fjconpe Se han juntado los veletas y los acojonaos, y mira que nos hicimos ilusiones en España de que era el inicio de la limpieza y de derogar esa ley, ojo al dato, no será por historiadores, será por los políticos, Empezemos la manipulación con la misma ley. #vergüenza #VOXÚtil https://t.co/v7by9o08YG",0,es
@Poble_Lliure @CatalanCouncil Da un paso más. Inscríbete en el Consell per la República:  ➡️ https://t.co/owVIgU3t35  ⬅️  #consellperlarepublica #catalanrepublic #RepublicaCatalana #llibertat #Catalunya #Catalonia #Catalogne,1,ca
Todas las decisiones adoptadas por @sanchezcastejon en connivencia con el independentismo y los partidos antisistema están orientadas a no dar cumplimiento a la Ley en Cataluña y a debilitar el Estado de derecho. #EleccionesGeneralesYa #SánchezDimisión  https://t.co/ff6I1Y7QJA,0,es
Quieren pedir su suspensión cautelar hasta que el tribunal resuelva y reafirman su intención de reubicarlo en la catedral de la Almudena https://t.co/FC6wtRLZ5m,2,es
"? Mira la Montero, ni que fuese el mismo Mitsubishi, como tira de las tracciones 4X4 enchufismo todo terreno. #EquiparacionYa #SiguemeYTeSigoVOX #LaSilenciosaCat https://t.co/1gAMAJ8kP5",0,es
"@J_Zaragoza_ Apreciado @J_Zaragoza_ .... dos cositas... 1️⃣ Ya le pasó hace unos días con su burda manipulación de un video de Patricia Reyes, ¿va a tropezar otra vez?🙄 2️⃣ Cuando su líder se sienta con los golpistas, entonces debería hablar y no callar y aplaudir 😉",0,es
".@gabrielrufian Ni independencia en 18 meses ni abandono del escaño y el sueldo del Estado opresor. Todo es mentira y engaño en @Esquerra_ERC Palanganeros de la derecha convergente, corrupta y de los recortes #Catalunya #ObjetivoElecciones",0,es
Gran trabajo de la acusación popular del @bcn_ajuntament a través de la @ACDDH_   Seguiremos luchando contra la impunidad mientras mandos políticos y policiales niegan bajo juramento en el Supremo las actuaciones ilegales de la @policia que tuvieron lugar el 1-O.,1,es
RT @agdjunt: El pregonero de las fiestas de Cerdanyola llama “prostituta” a Inés Arrimadas https://t.co/TeUyd4lkRJ vía @@DCerdanyola,0,es
Arrimadas junto a sus esbirros irán este fin de semana a Waterloo a explicarle a   Puigdemont que la República no existe.  Puigdemont dice que la recibirá encantado.  Arrimadas dice que no va a Waterloo a ver al President.  Y así todo.  SIUTADANS.,1,es
"Esta tarde hemos estado con nuestros compañeros de @JcsCatalunya en el #Parlament de #Catalunya contestando a sus preguntas y explicándoles nuestro día a día en la institución. Gracias por venir!! Os esperamos con las puertas abiertas, nosotros no cerramos el Parlament. ???? https://t.co/Unb51ycajP",0,es
"@Tonicanto1 @InesArrimadas Si no trabajó por los catalanes no indepes, cómo va a trabajar para los españoles?? Trabajará para Rivera, muy claro nos ha quedado!!! Vaya líderes xd!!! Decepción total!!!",2,es
"@el_pais De que se sorprenden, van a un país a apoyar a un golpista y el gobierno de ese país los expulsa, lo normal es que los hubiesen encarcelado y juzgado por injerencia en la política de un país soberano.",1,es
Los populistas inventan un enemigo para engañar a la gente centrando toda la atención en esa batalla.  El enemigo para los populistas españoles antes era ETA y ahora es el independentismo.,1,es
"Los catalanes queremos devolver la democracia a Ñ, inhabilitando partidos corruptos, mafiosos descendientes de genocidas dictadores... Cuándo hayáis desaparecido PP, C's y VOX..Ñ será un gran país democráta dónde habrá unidad https://t.co/tcXuXM8AjH",1,es
"🍊 @Albert_Rivera  Es un momento decisivo para la democracia y por eso ofrecemos un proyecto atractivo que une a los españoles en torno a la libertad, la igualdad y la unión  #GraciasInés https://t.co/BKmVW6kpLa",0,es
"@ElPaco17170917 @TabarniaSur @marianpy1 @ochoabravo32 @jordivergesb @RafaColono @serem1infern @Blamitter @Argumentosepara @RAGAFO1 @berguetanu @JordiMasFont @JesusFase2 @David_n_Goliat @Oletros @CODEXREVISUS @hlcannibal @Morafanova @vivi190473 @mosnunez @nuriapatona @Sam46a @VictorTabarnia @NarSpaniaTietra @DonTenori14 @CDRTabarnia @FerranAntequera @Xipress @vlc_JI @fhaherrera @lovenjaire @Ibermensch @tadeajones88 @AlfonsoIXLeon @miquiadrover @FuzzyLogicfr @jaralezo @JoseCVazquezP @Jrgen27307674 @jsoriano6 @Jafp1966 @anguestar @Wertyalord1 @Julii1985 @HugoKutzfek @Dadorelguapo @XavierVilaTusel @FuerzayHonorrrr @TrolezSuper @victoriah991 Están libres como pájaros y se pusieron a disposición judicial en países democráticos,de fugados nada, son presos y exilados políticos. https://t.co/rWQpIZgoBe",1,es
RT @324cat: El lehendakari Iñigo Urkullu:  Rajoy no tuvo una actitud proactiva para encauzar la situación  #JudiciTV3CatRàdio https://t.co/…,1,es
Esto que le ha contado un vecino de Puigdemont al Los Angeles Times es una genialidad: “La independencia catalana no es nuestro problema. Ya tenemos bastante con nuestros propios separatistas flamencos”. El hombre está hasta el moño del circo de Waterloo. https://t.co/4WR55oJVDX,0,es
RT @Esparroqui: #ÚLTIMAHORA: Inés Arrimadas acusa a Fairy de  Conspiración para la rebelión  contra España.,1,es
Que alguien le diga que a mi no me dejaron salir de mi pueblo por la vía principal porque los independentistas la cortaron con tanques catalanes y los mozos no hicieron nada cuando acudí a pedirles que desalojaran la vía. Encima tuve que aguantar abucheos. https://t.co/aDleZRKwwp,0,es
"@Egotada @Demostenes_eu @supra3000_ @Sapoconchus A mi no me gusta la acusación de traidor, ni la de felón, y creo que el PP y Cs han sobrerreaccionado, pero el perjuicio a largo plazo de esa sobrerreacción para el Estaoespañol es bastante menor que el de Pdro cediendo una vez más ante el nacionalismo ultra",0,es
"@miqueliceta @arsenioescolar Bona nit.    El 155 se mete en el teatro de cesantes sin que el PSOE haya soldado sus apoyos contra Bannon , Miquel Iceta. https://t.co/jhkV6Tkmjx",1,es
"@OscarJugon Todavía recuerdo la noche del 1O al President Puigdemont recorriendo los hospitales de toda Catalunya visitando a los más de 1000 heridos. Porque fue así, ¿no? #JuicioProcés",0,es
"Curioso que los propios followers de VOX reconozcan que crecen no por sus buenas propuestas, sino por las #FakeNews 👇 https://t.co/6gvAUS2S8q",0,es
"Oriol Junqueras Es un golpista, en eso estamos de acuerdo, pero no es un cobarde, y eso le honra, en una sociedad la actual, llena de gentuza que da puñaladas por detrás y se esconde El señor Puigdemont además de golpista es un cobarde y mal amigo",0,es
